job;marital;education;default;housing;loan;month;day_of_week;campaign;cons.conf.idx;euribor3m;nr.employed;y;log_age;log_duration
5;0;2;0;1;0;4;0;1;-42.7;4.962;5228.1;0;3.912023005428146;4.983606621708336
6;0;2;0;0;0;2;3;2;-42.0;4.153;5195.8;0;3.970291913552122;5.746203190540153
0;0;5;0;0;0;0;4;2;-46.2;1.266;5099.1;0;3.295836866004329;4.477336814478207
8;0;2;0;1;0;4;1;1;-42.7;4.962;5228.1;0;4.04305126783455;5.961005339623274
0;0;0;0;2;1;0;1;5;-46.2;1.334;5099.1;0;3.6109179126442243;4.912654885736052
8;0;3;0;1;0;0;4;1;-36.4;4.86;5191.0;0;3.8918202981106265;6.336825731146441
6;0;1;0;1;2;2;2;2;-42.0;4.191;5195.8;0;3.4657359027997265;5.545177444479562
9;0;0;0;0;0;0;4;4;-46.2;1.266;5099.1;0;3.5263605246161616;5.384495062789089
4;1;2;0;1;0;0;1;2;-36.4;4.857;5191.0;0;3.2188758248682006;5.293304824724492
0;0;0;1;0;2;0;1;1;-36.4;4.856;5191.0;0;3.8066624897703196;5.332718793265369
0;0;4;1;1;0;1;0;1;-41.8;4.967;5228.1;0;3.5263605246161616;6.478509642208569
2;1;2;0;1;0;1;4;2;-40.8;1.26;5076.2;0;3.367295829986474;5.5093883366279774
0;0;6;1;0;0;4;0;2;-42.7;4.962;5228.1;0;3.970291913552122;5.955837369464831
5;1;3;1;0;0;2;4;1;-42.0;4.076;5195.8;0;3.367295829986474;5.476463551931511
8;0;5;0;1;0;5;4;1;-36.1;4.963;5228.1;0;3.6635616461296463;5.209486152841421
2;2;1;0;0;0;0;0;1;-46.2;1.25;5099.1;0;3.6888794541139363;5.099866427824199
9;0;0;0;0;0;8;3;1;-26.9;0.728;5017.5;0;4.007333185232471;5.049856007249537
1;0;1;0;1;0;5;1;1;-36.1;4.964;5228.1;0;3.4657359027997265;4.007333185232471
2;0;3;0;0;0;5;1;4;-36.1;4.964;5228.1;0;3.9889840465642745;4.634728988229636
9;0;2;1;0;0;2;2;1;-42.0;4.191;5195.8;0;3.6635616461296463;4.30406509320417
5;2;3;0;1;0;0;4;1;-36.4;4.86;5191.0;0;3.7612001156935624;6.467698726104354
0;2;5;0;0;0;1;1;1;-41.8;4.962;5228.1;0;3.713572066704308;4.804021044733257
2;0;1;0;1;2;2;1;1;-30.1;0.719;5017.5;0;3.258096538021482;4.718498871295094
5;0;3;0;0;2;5;1;3;-36.1;4.965;5228.1;0;3.9512437185814275;5.313205979041787
0;0;0;1;1;0;2;1;3;-42.0;4.12;5195.8;0;3.6375861597263857;4.976733742420574
1;0;2;0;2;1;1;3;1;-40.8;1.099;5076.2;0;3.7376696182833684;4.804021044733257
2;0;2;0;1;0;2;0;2;-42.0;4.021;5195.8;0;3.784189633918261;4.90527477843843
2;1;4;0;0;0;0;0;4;-46.2;1.25;5099.1;0;3.295836866004329;5.272999558563747
6;0;2;0;1;0;1;1;2;-41.8;4.962;5228.1;1;3.332204510175204;6.647688373563329
8;0;2;0;0;0;5;2;2;-31.4;0.843;5076.2;1;3.8501476017100584;5.44673737166631
1;0;1;0;0;0;4;2;6;-42.7;4.96;5228.1;0;3.5263605246161616;5.327876168789581
0;2;5;1;0;2;0;2;1;-46.2;1.299;5099.1;0;4.007333185232471;5.093750200806762
0;0;0;0;0;0;0;2;1;-36.4;4.858;5191.0;0;3.5263605246161616;6.240275845170769
2;1;2;0;1;0;5;3;3;-31.4;0.838;5076.2;0;3.2188758248682006;4.634728988229636
5;1;3;0;0;0;5;3;1;-36.1;4.963;5228.1;0;3.4339872044851463;5.0106352940962555
2;0;1;1;0;0;4;0;1;-42.7;4.963;5228.1;0;3.5553480614894135;5.973809611869261
0;1;0;0;1;0;4;0;1;-42.7;4.957;5228.1;0;3.091042453358316;4.663439094112067
10;0;5;1;1;0;0;3;1;-36.4;4.856;5191.0;0;3.871201010907891;5.926926025970411
0;0;5;1;1;0;0;1;1;-36.4;4.857;5191.0;0;3.5553480614894135;3.58351893845611
5;0;3;0;0;0;2;1;2;-42.0;4.12;5195.8;0;3.5263605246161616;4.672828834461906
0;0;5;0;0;2;2;3;3;-42.0;4.153;5195.8;0;3.912023005428146;5.455321115357702
11;1;1;0;0;0;4;3;1;-33.6;1.044;5076.2;0;3.2188758248682006;4.718498871295094
3;2;2;0;0;0;0;2;1;-46.2;1.299;5099.1;0;3.9318256327243257;5.442417710521793
11;1;1;1;0;0;0;3;1;-36.4;4.856;5191.0;0;3.4657359027997265;4.672828834461906
0;0;0;1;1;0;0;1;1;-46.2;1.334;5099.1;0;3.6109179126442243;4.927253685157205
0;0;5;0;1;0;2;3;1;-42.0;4.153;5195.8;0;3.6888794541139363;5.198497031265826
5;1;3;0;0;0;1;1;1;-41.8;4.864;5228.1;0;3.258096538021482;6.405228458030842
2;0;1;0;1;0;0;4;1;-46.2;1.327;5099.1;0;3.4657359027997265;4.430816798843313
6;1;2;0;0;2;7;1;1;-47.1;1.498;5099.1;1;3.4965075614664802;7.069874128458572
4;0;5;1;1;0;1;4;1;-41.8;4.961;5228.1;0;3.5553480614894135;4.941642422609304
2;0;1;1;1;0;4;2;3;-42.7;4.962;5228.1;0;3.5553480614894135;5.87493073085203
5;1;2;0;0;0;2;2;1;-42.0;4.191;5195.8;1;3.4339872044851463;6.891625897052253
0;0;0;0;1;0;1;0;3;-41.8;4.959;5228.1;1;3.6375861597263857;6.541029999189903
11;1;1;0;1;0;5;3;3;-38.3;0.899;4991.6;1;3.4011973816621555;6.3835066348840055
1;0;1;0;0;0;0;1;2;-46.2;1.27;5099.1;1;3.4657359027997265;6.4425401664681985
0;0;0;0;1;0;0;4;3;-46.2;1.327;5099.1;0;3.784189633918261;6.320768294250582
2;1;2;0;0;0;4;2;8;-42.7;4.962;5228.1;0;3.5553480614894135;6.511745329644728
0;0;0;1;1;0;1;4;4;-41.8;4.958;5228.1;0;3.871201010907891;6.118097198041348
7;0;2;1;1;0;2;1;1;-42.0;4.12;5195.8;0;3.9512437185814275;5.147494476813453
0;0;0;0;0;2;0;0;1;-46.2;1.313;5099.1;0;3.713572066704308;5.288267030694535
8;0;5;0;1;0;1;2;2;-40.8;1.266;5076.2;0;4.174387269895637;4.48863636973214
1;2;1;0;1;0;4;2;2;-42.7;4.962;5228.1;0;3.7612001156935624;4.804021044733257
0;0;3;0;1;2;2;2;1;-42.0;4.191;5195.8;0;3.6888794541139363;4.382026634673881
2;0;2;0;1;0;4;0;1;-42.7;4.957;5228.1;0;3.4011973816621555;4.248495242049359
7;2;1;0;1;0;4;1;1;-40.3;0.896;4991.6;0;4.189654742026425;5.351858133476067
1;1;1;0;1;0;1;2;1;-39.8;0.72;4991.6;0;3.784189633918261;2.995732273553991
2;0;1;0;0;2;1;2;1;-41.8;4.961;5228.1;0;3.5553480614894135;5.147494476813453
6;0;2;1;1;0;5;1;2;-36.1;4.965;5228.1;0;4.04305126783455;5.823045895483019
0;1;4;0;1;0;1;1;2;-41.8;4.864;5228.1;0;3.258096538021482;4.418840607796598
9;0;2;0;0;0;1;4;1;-41.8;4.958;5228.1;0;3.6635616461296463;4.276666119016055
1;0;4;0;2;1;1;1;10;-41.8;4.864;5228.1;0;3.8066624897703196;5.153291594497779
5;1;3;0;0;0;2;4;2;-30.1;0.714;5017.5;1;3.5553480614894135;5.2574953720277815
8;0;2;0;1;0;2;2;4;-42.0;4.191;5195.8;0;3.7376696182833684;4.499809670330265
2;1;2;0;1;0;8;1;1;-26.9;0.742;5017.5;0;3.58351893845611;4.983606621708336
2;1;2;0;1;2;0;2;1;-46.2;1.264;5099.1;0;3.828641396489095;5.272999558563747
4;0;2;0;0;0;4;2;3;-42.7;4.962;5228.1;0;3.5553480614894135;5.2574953720277815
2;1;1;0;0;0;4;1;4;-42.7;4.957;5228.1;0;3.1780538303479458;4.976733742420574
5;0;2;0;0;0;5;2;5;-36.1;4.965;5228.1;0;3.912023005428146;5.318119993844216
2;1;2;0;1;0;4;4;6;-42.7;4.968;5228.1;0;3.58351893845611;4.204692619390966
5;1;3;0;1;0;4;4;1;-42.7;4.966;5228.1;0;3.6635616461296463;5.327876168789581
0;0;5;1;0;0;4;2;3;-42.7;4.96;5228.1;0;4.04305126783455;6.645090969505644
0;0;5;0;1;0;1;3;4;-41.8;4.864;5228.1;0;3.7376696182833684;4.700480365792417
0;1;2;0;1;0;4;0;3;-42.7;4.957;5228.1;0;3.4339872044851463;3.5553480614894135
2;1;6;0;0;2;0;2;3;-36.4;4.857;5191.0;1;3.713572066704308;7.01301578963963
0;0;5;0;1;0;0;0;2;-46.2;1.25;5099.1;0;3.2188758248682006;4.736198448394496
0;0;5;0;0;0;4;4;6;-42.7;4.962;5228.1;0;4.060443010546419;3.871201010907891
4;0;2;0;1;0;0;3;5;-36.4;4.857;5191.0;0;3.4965075614664802;5.905361848054571
5;1;6;0;1;0;0;3;4;-36.4;4.856;5191.0;0;3.7376696182833684;5.087596335232384
6;0;2;1;1;0;0;2;2;-36.4;4.857;5191.0;0;3.713572066704308;5.3612921657094255
0;2;4;0;1;0;2;1;1;-42.0;4.12;5195.8;0;3.8918202981106265;4.007333185232471
0;0;0;1;0;0;0;2;4;-36.4;4.857;5191.0;0;3.784189633918261;3.4965075614664802
1;0;2;0;1;0;1;2;1;-41.8;4.96;5228.1;0;3.9512437185814275;4.77912349311153
2;0;1;1;1;0;0;1;2;-46.2;1.281;5099.1;0;3.7612001156935624;6.066108090103747
5;0;2;0;0;0;5;2;4;-36.1;4.963;5228.1;0;3.7612001156935624;4.897839799950911
8;0;5;0;0;0;4;2;2;-42.7;4.96;5228.1;0;3.258096538021482;5.003946305945459
0;0;4;0;0;0;0;3;1;-46.2;1.344;5099.1;0;3.5263605246161616;5.087596335232384
1;1;1;0;1;0;0;2;2;-36.4;4.858;5191.0;0;3.1780538303479458;5.993961427306569
4;1;2;0;1;0;0;0;1;-36.4;4.857;5191.0;0;3.4965075614664802;4.5217885770490405
4;1;6;0;1;0;4;3;8;-42.7;4.961;5228.1;0;3.6375861597263857;6.736966958001855
0;0;5;1;1;0;0;2;2;-36.4;4.857;5191.0;0;3.4339872044851463;5.8944028342648505
2;2;2;0;0;0;4;4;1;-42.7;4.963;5228.1;0;3.4657359027997265;6.504288173536645
4;1;6;0;1;0;7;2;2;-34.6;0.643;5008.7;0;3.2188758248682006;4.875197323201151
2;1;2;0;1;0;4;1;5;-42.7;4.963;5228.1;0;3.258096538021482;5.834810737062605
7;0;5;0;1;0;0;1;2;-36.4;4.857;5191.0;0;4.02535169073515;4.477336814478207
0;0;4;0;1;0;0;4;9;-36.4;4.855;5191.0;0;3.6375861597263857;3.044522437723423
2;0;1;0;0;0;2;0;1;-30.1;0.716;5017.5;0;3.6109179126442243;4.912654885736052
0;1;0;0;0;2;4;2;1;-42.7;4.96;5228.1;1;3.091042453358316;6.742880635791903
0;0;0;0;1;0;1;3;6;-41.8;4.864;5228.1;0;3.912023005428146;4.852030263919617
0;0;0;0;1;0;0;1;1;-36.4;4.859;5191.0;0;3.5263605246161616;6.406879986069314
5;1;2;0;0;0;0;2;2;-46.2;1.299;5099.1;0;3.5553480614894135;5.602118820879701
1;2;0;0;2;1;0;4;7;-46.2;1.266;5099.1;0;3.871201010907891;4.204692619390966
2;0;1;0;1;0;4;1;1;-42.7;4.962;5228.1;0;3.2188758248682006;4.553876891600541
0;1;5;0;1;0;0;4;1;-46.2;1.266;5099.1;0;3.6635616461296463;4.532599493153256
5;0;3;0;0;2;3;2;1;-29.8;0.797;5017.5;1;3.9512437185814275;5.351858133476067
5;0;2;0;1;0;5;0;1;-36.1;4.964;5228.1;0;3.871201010907891;5.476463551931511
5;1;3;0;0;0;5;1;2;-36.1;4.964;5228.1;0;3.4011973816621555;5.181783550292085
6;0;1;0;1;0;1;3;1;-41.8;4.864;5228.1;0;3.4657359027997265;5.327876168789581
9;0;2;0;1;0;2;0;1;-42.0;4.021;5195.8;0;3.9512437185814275;4.74493212836325
0;1;3;0;1;0;8;3;2;-26.9;0.742;5017.5;0;3.784189633918261;4.812184355372417
2;0;2;0;1;0;5;1;5;-36.1;4.964;5228.1;0;3.713572066704308;4.442651256490317
5;0;1;0;0;0;0;0;2;-36.4;4.855;5191.0;0;3.258096538021482;5.720311776607412
2;1;2;0;0;0;5;0;1;-36.1;4.966;5228.1;0;3.4657359027997265;5.4510384535657
2;1;2;0;0;0;5;3;2;-36.1;4.963;5228.1;0;3.4339872044851463;5.25227342804663
2;1;0;1;0;0;0;1;1;-36.4;4.857;5191.0;0;3.367295829986474;5.288267030694535
0;0;5;1;0;0;0;4;3;-36.4;4.86;5191.0;0;4.060443010546419;4.997212273764115
5;0;5;1;2;1;0;3;1;-36.4;4.856;5191.0;0;4.02535169073515;5.605802066295998
0;1;3;0;0;0;0;0;3;-46.2;1.25;5099.1;0;3.1354942159291497;4.912654885736052
5;0;3;0;0;0;0;0;2;-36.4;4.864;5191.0;1;3.912023005428146;6.75110146893676
2;0;2;0;0;0;0;2;1;-46.2;1.244;5099.1;1;3.367295829986474;6.336825731146441
2;1;2;0;0;2;5;4;3;-36.1;4.962;5228.1;0;3.4339872044851463;4.941642422609304
8;0;5;0;1;0;5;2;1;-36.1;4.965;5228.1;0;3.871201010907891;5.5134287461649825
0;1;6;0;2;1;4;3;4;-42.7;4.961;5228.1;0;3.295836866004329;4.394449154672439
5;2;3;0;1;0;7;0;1;-47.1;1.405;5099.1;0;3.1780538303479458;5.805134968916488
5;0;1;0;1;0;0;1;3;-36.4;4.858;5191.0;0;3.5553480614894135;5.337538079701318
5;0;2;1;1;0;1;3;1;-41.8;4.864;5228.1;0;3.7376696182833684;5.429345628954441
2;0;1;0;1;0;0;2;3;-46.2;1.244;5099.1;0;3.6109179126442243;2.6390573296152584
2;0;2;0;0;0;5;3;3;-36.1;4.963;5228.1;0;3.4965075614664802;4.770684624465665
6;0;2;0;1;0;5;2;2;-36.1;4.965;5228.1;0;4.060443010546419;5.099866427824199
7;0;0;0;0;0;4;4;1;-42.7;4.962;5228.1;0;3.9889840465642745;4.997212273764115
5;0;3;0;0;0;2;3;2;-42.0;4.153;5195.8;0;3.9889840465642745;5.003946305945459
5;1;3;0;1;0;5;2;1;-36.1;4.965;5228.1;0;3.6635616461296463;4.2626798770413155
2;0;0;1;1;0;0;4;3;-36.4;4.86;5191.0;0;3.871201010907891;6.248042874508429
0;2;5;0;1;0;7;0;5;-47.1;1.405;5099.1;0;3.5263605246161616;5.318119993844216
0;1;0;1;1;0;0;1;3;-46.2;1.334;5099.1;0;3.332204510175204;4.343805421853684
2;1;1;0;1;0;5;0;1;-36.1;4.964;5228.1;0;3.4011973816621555;4.276666119016055
7;0;3;0;0;0;1;3;8;-41.8;4.864;5228.1;0;4.07753744390572;4.343805421853684
2;1;1;1;0;0;4;0;2;-42.7;4.963;5228.1;0;3.367295829986474;4.9344739331306915
2;0;1;0;1;0;0;0;1;-36.4;4.855;5191.0;0;3.2188758248682006;6.210600077024653
2;2;1;0;0;0;3;3;1;-29.8;0.755;5017.5;0;3.8501476017100584;5.0689042022202315
2;0;2;0;1;2;5;3;3;-36.1;4.965;5228.1;0;3.4657359027997265;5.707110264748875
0;0;4;0;1;0;1;3;1;-41.8;4.864;5228.1;0;3.4011973816621555;5.823045895483019
5;1;2;0;1;0;8;1;1;-26.9;0.724;5017.5;0;3.1780538303479458;5.2832037287379885
6;0;2;0;1;0;0;1;2;-36.4;4.859;5191.0;0;3.784189633918261;5.062595033026967
2;0;2;0;0;2;3;3;2;-29.8;0.819;5017.5;0;3.58351893845611;3.332204510175204
4;2;0;0;0;0;0;3;1;-36.4;4.856;5191.0;0;3.4965075614664802;5.872117789475416
0;1;1;0;1;0;4;2;6;-42.7;4.96;5228.1;0;3.4339872044851463;3.7376696182833684
2;1;2;1;0;0;1;3;1;-41.8;4.864;5228.1;1;3.6375861597263857;6.899723107284872
6;0;2;0;0;0;5;4;4;-36.1;4.962;5228.1;0;3.5553480614894135;4.68213122712422
0;0;0;0;1;0;0;0;2;-46.2;1.313;5099.1;0;3.367295829986474;5.308267697401205
6;0;2;0;0;0;4;2;1;-42.7;4.96;5228.1;0;4.060443010546419;5.560681631015528
0;0;5;0;0;0;0;3;3;-36.4;4.857;5191.0;0;3.7612001156935624;5.594711379601839
4;0;5;1;2;1;5;4;5;-36.1;4.964;5228.1;0;4.007333185232471;5.1298987149230735
6;0;2;1;0;0;0;3;1;-36.4;4.856;5191.0;0;3.970291913552122;5.225746673713202
3;0;0;0;0;0;4;0;3;-42.7;4.957;5228.1;0;3.6375861597263857;5.3706380281276624
5;1;3;0;1;0;4;4;4;-42.7;4.958;5228.1;0;3.58351893845611;3.9889840465642745
7;0;3;0;1;0;5;3;2;-36.1;4.965;5228.1;0;4.02535169073515;4.9344739331306915
2;0;2;0;1;0;0;4;2;-36.4;4.86;5191.0;0;3.4657359027997265;4.59511985013459
0;0;0;0;0;0;5;0;2;-36.1;4.964;5228.1;0;3.871201010907891;4.204692619390966
5;0;2;0;1;0;2;2;4;-30.1;0.714;5017.5;0;3.4339872044851463;4.04305126783455
4;0;5;1;0;0;5;2;1;-36.1;4.97;5228.1;0;3.912023005428146;5.739792912179234
1;0;1;1;0;0;1;2;7;-41.8;4.865;5228.1;0;3.6375861597263857;3.2188758248682006
6;0;2;0;0;0;5;4;1;-36.1;4.964;5228.1;0;3.9318256327243257;5.955837369464831
2;1;1;0;1;0;0;0;2;-36.4;4.859;5191.0;1;3.258096538021482;6.428105272684596
5;0;2;1;0;2;7;4;1;-47.1;1.435;5099.1;0;3.713572066704308;4.9344739331306915
0;0;0;0;0;0;1;1;1;-41.8;4.864;5228.1;0;3.258096538021482;4.2626798770413155
0;0;4;1;0;0;0;1;1;-46.2;1.281;5099.1;1;3.4657359027997265;6.129050210060545
0;0;4;1;1;2;0;3;1;-46.2;1.291;5099.1;0;3.8918202981106265;5.869296913133774
5;0;1;0;1;0;5;2;2;-36.1;4.965;5228.1;0;3.6635616461296463;5.41610040220442
0;0;0;0;2;1;1;0;4;-41.8;4.967;5228.1;0;3.6375861597263857;4.969813299576001
7;2;3;0;1;0;4;3;2;-42.7;4.961;5228.1;0;3.9512437185814275;6.7650389767805414
4;0;2;0;1;2;4;4;2;-42.7;4.962;5228.1;1;4.04305126783455;7.273092595999522
8;0;2;0;1;0;1;2;5;-41.8;4.961;5228.1;0;3.6375861597263857;4.605170185988092
2;0;1;0;1;0;0;4;2;-46.2;1.266;5099.1;0;3.4339872044851463;5.147494476813453
0;0;5;1;1;0;4;0;3;-42.7;4.962;5228.1;0;4.04305126783455;3.7376696182833684
4;0;3;1;2;1;0;0;1;-46.2;1.25;5099.1;0;3.7376696182833684;6.499787040655854
2;0;1;0;0;0;4;1;1;-42.7;4.963;5228.1;0;3.4657359027997265;5.0369526024136295
0;0;0;0;0;0;0;3;2;-36.4;4.856;5191.0;0;3.4339872044851463;4.574710978503383
3;0;1;0;0;0;2;4;1;-42.0;4.076;5195.8;0;3.4657359027997265;5.87493073085203
6;0;6;0;0;0;1;0;1;-41.8;4.959;5228.1;0;3.6888794541139363;5.135798437050262
0;0;5;1;0;0;1;0;2;-41.8;4.959;5228.1;1;4.060443010546419;6.345636360828596
2;0;2;0;0;0;1;4;1;-41.8;4.958;5228.1;0;3.784189633918261;5.860786223465865
3;0;6;1;0;0;1;0;1;-41.8;4.967;5228.1;0;3.828641396489095;4.454347296253507
2;0;4;1;0;0;7;4;2;-47.1;1.41;5099.1;0;3.8501476017100584;5.988961416889864
6;0;4;0;0;2;6;4;1;-50.0;1.757;5099.1;0;3.784189633918261;5.384495062789089
2;0;1;0;1;0;2;1;1;-42.0;4.12;5195.8;0;3.6635616461296463;4.927253685157205
5;0;3;0;0;2;6;4;2;-50.0;1.757;5099.1;1;3.6375861597263857;4.143134726391533
0;0;5;1;1;0;0;2;1;-36.4;4.857;5191.0;0;4.07753744390572;5.680172609017068
6;2;2;0;0;2;5;3;1;-31.4;0.883;5076.2;0;3.8918202981106265;4.927253685157205
2;0;2;0;1;0;1;2;3;-40.8;1.215;5076.2;0;3.9318256327243257;5.68697535633982
9;0;2;0;0;0;2;4;2;-42.0;4.076;5195.8;0;4.007333185232471;5.713732805509369
5;2;1;0;0;0;4;4;1;-42.7;4.958;5228.1;0;3.8918202981106265;7.065613363597717
2;0;5;1;0;0;5;3;1;-36.1;4.968;5228.1;0;3.784189633918261;5.402677381872279
0;1;1;0;0;2;0;1;1;-46.2;1.281;5099.1;0;3.367295829986474;4.983606621708336
0;0;6;0;1;0;0;3;1;-36.4;4.857;5191.0;0;3.8918202981106265;5.655991810819852
5;0;3;0;1;0;1;4;1;-41.8;4.961;5228.1;0;3.8918202981106265;4.343805421853684
2;2;0;1;1;0;0;4;3;-46.2;1.327;5099.1;0;3.8066624897703196;5.598421958998375
0;0;0;0;1;0;2;4;2;-42.0;4.076;5195.8;0;3.6635616461296463;5.638354669333745
0;0;0;1;1;0;0;1;2;-36.4;4.858;5191.0;0;3.5553480614894135;4.51085950651685
3;1;6;1;1;0;4;1;1;-42.7;4.963;5228.1;1;4.007333185232471;6.295266001439646
1;1;1;0;1;0;0;2;2;-46.2;1.244;5099.1;0;3.4011973816621555;4.709530201312334
6;1;2;1;0;0;4;1;1;-42.7;4.962;5228.1;0;3.258096538021482;4.820281565605037
5;1;3;0;0;0;2;0;1;-42.0;4.021;5195.8;0;3.6109179126442243;5.849324779946859
4;0;4;1;0;0;0;3;1;-36.4;4.857;5191.0;0;3.367295829986474;3.4657359027997265
0;0;5;0;1;0;0;2;1;-46.2;1.299;5099.1;0;3.9889840465642745;3.912023005428146
5;0;2;0;1;0;5;0;3;-31.4;0.869;5076.2;0;3.5553480614894135;5.4116460518550396
5;1;3;0;0;0;0;3;2;-46.2;1.291;5099.1;0;3.713572066704308;5.1647859739235145
5;0;3;0;1;0;0;0;2;-36.4;4.855;5191.0;0;3.4339872044851463;5.552959584921617
2;0;2;0;1;0;5;2;7;-36.1;4.963;5228.1;0;3.4011973816621555;6.2422232654551655
5;0;3;0;0;0;2;3;3;-42.0;4.153;5195.8;0;3.7612001156935624;5.111987788356544
0;0;3;0;1;0;1;3;8;-41.8;4.961;5228.1;0;3.4339872044851463;4.248495242049359
6;2;2;0;1;2;0;0;4;-36.4;4.857;5191.0;0;3.4011973816621555;5.099866427824199
2;1;2;0;1;0;5;4;1;-36.1;4.963;5228.1;0;3.8501476017100584;6.061456918928017
1;0;3;0;0;0;0;3;3;-46.2;1.291;5099.1;0;3.4657359027997265;4.983606621708336
0;0;3;0;1;0;0;3;3;-36.4;4.857;5191.0;0;4.0943445622221;4.07753744390572
1;0;1;0;0;0;7;2;1;-47.1;1.405;5099.1;0;3.7376696182833684;5.6131281063880705
2;0;6;0;1;0;5;4;1;-36.1;4.963;5228.1;0;3.9512437185814275;5.802118375377063
0;0;4;0;0;0;0;4;4;-46.2;1.266;5099.1;0;3.367295829986474;4.68213122712422
0;1;3;0;0;0;4;4;1;-42.7;4.962;5228.1;0;3.6888794541139363;6.210600077024653
1;0;1;0;1;0;0;0;2;-36.4;4.864;5191.0;0;3.4011973816621555;4.990432586778736
2;0;1;0;1;0;0;1;1;-46.2;1.334;5099.1;0;3.6375861597263857;5.616771097666572
2;0;1;0;1;0;0;3;2;-36.4;4.857;5191.0;0;3.6109179126442243;5.755742213586912
0;2;5;1;1;0;4;1;3;-42.7;4.963;5228.1;0;4.0943445622221;4.653960350157523
0;1;0;0;0;0;4;2;2;-42.7;4.96;5228.1;0;3.258096538021482;5.298317366548036
6;0;2;0;1;0;1;4;1;-41.8;4.961;5228.1;0;3.6109179126442243;5.662960480135946
1;0;1;1;1;2;0;0;3;-36.4;4.857;5191.0;0;4.02535169073515;4.499809670330265
5;0;1;0;0;2;5;0;2;-36.1;4.966;5228.1;0;3.784189633918261;5.966146739123692
2;0;1;0;1;0;0;0;2;-46.2;1.313;5099.1;0;3.828641396489095;5.762051382780177
2;0;2;0;1;0;8;3;1;-40.4;4.968;5195.8;1;4.07753744390572;4.442651256490317
1;0;1;0;0;0;5;3;5;-36.1;4.963;5228.1;0;3.9512437185814275;6.408528791059498
5;2;3;0;1;0;5;3;4;-36.1;4.965;5228.1;0;3.6888794541139363;5.631211781821365
1;0;1;0;0;0;1;0;3;-41.8;4.959;5228.1;0;3.784189633918261;3.6888794541139363
6;0;2;0;0;0;2;2;1;-42.0;4.191;5195.8;0;3.5553480614894135;4.795790545596741
5;0;3;0;1;0;5;0;3;-36.1;4.966;5228.1;0;3.4965075614664802;5.814130531825066
0;0;5;0;0;0;0;4;2;-46.2;1.266;5099.1;0;3.6375861597263857;4.867534450455582
3;0;5;0;0;2;7;3;2;-34.6;0.644;5008.7;1;3.970291913552122;5.986452005284438
9;2;1;0;0;0;0;1;1;-36.4;4.859;5191.0;0;4.02535169073515;5.58724865840025
0;0;1;0;0;0;5;1;6;-36.1;4.964;5228.1;0;3.871201010907891;4.852030263919617
2;2;1;0;0;0;4;0;2;-42.7;4.962;5228.1;0;3.8066624897703196;6.684611727667927
2;0;2;1;1;0;0;0;4;-36.4;4.857;5191.0;0;4.02535169073515;5.3612921657094255
6;0;2;0;0;0;8;1;1;-26.9;0.74;5017.5;1;3.871201010907891;5.683579767338681
2;0;1;0;1;0;6;2;2;-50.0;1.52;5099.1;1;4.127134385045092;5.093750200806762
1;1;1;0;1;0;4;4;3;-42.7;4.958;5228.1;1;3.1780538303479458;7.047517221357296
2;1;1;0;1;0;8;2;1;-26.9;0.731;5017.5;0;3.4965075614664802;4.465908118654584
5;2;3;0;0;0;6;3;2;-34.8;0.635;5008.7;0;3.8918202981106265;5.8888779583328805
8;0;3;0;1;0;8;2;2;-26.9;0.739;5017.5;0;3.9889840465642745;5.231108616854587
5;2;2;0;1;2;1;3;1;-41.8;4.961;5228.1;0;4.04305126783455;5.231108616854587
2;1;1;0;1;0;2;0;1;-42.0;4.021;5195.8;0;3.4339872044851463;4.48863636973214
2;0;2;0;0;0;4;4;1;-42.7;4.963;5228.1;0;3.9318256327243257;4.990432586778736
2;1;5;1;1;0;0;2;3;-36.4;4.857;5191.0;0;3.5553480614894135;4.553876891600541
5;1;2;0;0;0;7;0;1;-34.6;0.644;5008.7;1;3.912023005428146;6.452048954437226
0;0;0;0;0;0;4;2;2;-42.7;4.962;5228.1;0;3.4011973816621555;5.501258210544727
0;0;4;1;1;0;0;1;3;-46.2;1.281;5099.1;0;3.4657359027997265;6.4457198193855785
0;1;1;1;0;0;0;2;7;-46.2;1.244;5099.1;0;3.8066624897703196;2.0794415416798357
2;2;1;0;0;0;1;2;1;-40.8;1.26;5076.2;1;3.828641396489095;5.918893854273146
0;0;5;0;1;0;1;2;4;-41.8;4.865;5228.1;0;3.871201010907891;6.891625897052253
3;1;2;0;1;0;2;4;3;-42.0;4.076;5195.8;0;3.4339872044851463;7.5256399750415355
5;0;2;0;0;2;0;0;2;-46.2;1.25;5099.1;0;3.6888794541139363;4.890349128221754
0;3;5;0;1;0;7;0;1;-47.1;1.405;5099.1;0;4.02535169073515;6.045005314036012
5;0;3;0;1;0;0;2;1;-46.2;1.264;5099.1;1;3.7376696182833684;5.932245187448011
2;2;2;0;1;0;2;1;1;-42.0;4.663;5195.8;0;4.04305126783455;1.6094379124341003
5;0;3;1;1;0;0;0;6;-36.4;4.859;5191.0;0;3.8501476017100584;5.564520407322694
5;0;2;0;0;2;0;2;1;-46.2;1.264;5099.1;0;3.58351893845611;4.61512051684126
1;0;1;0;1;0;0;1;1;-36.4;4.859;5191.0;0;3.970291913552122;6.061456918928017
4;0;0;0;1;0;5;3;2;-36.1;4.965;5228.1;0;4.060443010546419;4.418840607796598
